order_id,customer_id,product_id,quantity,total_amount,order_date
2444,748,100,4,1622.74,2023-04-12 19:00:00
2445,540,433,8,596.22,2023-04-12 20:00:00
2446,404,193,1,334.88,2023-04-12 21:00:00
2447,952,387,3,943.88,2023-04-12 22:00:00
2448,474,243,8,876.18,2023-04-12 23:00:00
2449,366,422,2,18.03,2023-04-13 00:00:00
2450,866,318,4,338.87,2023-04-13 01:00:00
2451,984,206,6,1373.45,2023-04-13 02:00:00
2452,814,374,4,74.32,2023-04-13 03:00:00
2453,767,407,7,1580.97,2023-04-13 04:00:00
2454,675,492,6,717.5,2023-04-13 05:00:00
2455,503,473,9,564.19,2023-04-13 06:00:00
2456,634,162,6,1475.82,2023-04-13 07:00:00
2457,996,36,9,1709.68,2023-04-13 08:00:00
2458,301,52,3,432.13,2023-04-13 09:00:00
2459,522,237,2,1420.42,2023-04-13 10:00:00
2460,165,67,8,1498.81,2023-04-13 11:00:00
2461,809,114,5,1785.85,2023-04-13 12:00:00
2462,273,466,5,1855.33,2023-04-13 13:00:00
2463,392,300,9,1267.37,2023-04-13 14:00:00
2464,543,266,1,676.09,2023-04-13 15:00:00
2465,210,453,7,1549.86,2023-04-13 16:00:00
2466,236,254,4,333.46,2023-04-13 17:00:00
2467,18,210,6,1106.7,2023-04-13 18:00:00
2468,851,291,2,1459.44,2023-04-13 19:00:00
2469,208,276,2,598.21,2023-04-13 20:00:00
2470,689,280,1,1521.69,2023-04-13 21:00:00
2471,195,241,6,441.11,2023-04-13 22:00:00
2472,787,259,5,1802.31,2023-04-13 23:00:00
2473,67,286,7,920.82,2023-04-14 00:00:00
2474,444,189,2,1167.57,2023-04-14 01:00:00
2475,610,324,3,1872.98,2023-04-14 02:00:00
2476,687,198,6,643.23,2023-04-14 03:00:00
2477,181,375,2,1484.91,2023-04-14 04:00:00
2478,717,108,8,1003.78,2023-04-14 05:00:00
2479,2,213,2,1774.39,2023-04-14 06:00:00
2480,565,417,5,290.06,2023-04-14 07:00:00
2481,984,17,4,993.58,2023-04-14 08:00:00
2482,842,183,2,1235.19,2023-04-14 09:00:00
2483,677,101,4,1601.1,2023-04-14 10:00:00
2484,496,355,9,430.19,2023-04-14 11:00:00
2485,923,187,8,136.92,2023-04-14 12:00:00
2486,94,157,3,1043.07,2023-04-14 13:00:00
2487,913,432,1,1904.37,2023-04-14 14:00:00
2488,148,295,1,183.19,2023-04-14 15:00:00
2489,834,311,1,959.15,2023-04-14 16:00:00
2490,305,480,2,1842.24,2023-04-14 17:00:00
2491,408,36,2,1868.18,2023-04-14 18:00:00
2492,430,274,2,1067.07,2023-04-14 19:00:00
2493,741,346,2,1639.7,2023-04-14 20:00:00
2494,63,493,1,1292.45,2023-04-14 21:00:00
2495,620,356,6,417.3,2023-04-14 22:00:00
2496,495,496,1,748.66,2023-04-14 23:00:00
2497,884,290,8,1376.26,2023-04-15 00:00:00
2498,706,162,8,97.73,2023-04-15 01:00:00
2499,467,412,6,1134.7,2023-04-15 02:00:00
2500,468,119,7,671.7,2023-04-15 03:00:00
2501,174,423,4,1948.18,2023-04-15 04:00:00
2502,269,218,6,1052.89,2023-04-15 05:00:00
2503,293,172,8,136.17,2023-04-15 06:00:00
2504,759,120,4,1354.96,2023-04-15 07:00:00
2505,420,411,6,50.93,2023-04-15 08:00:00
2506,847,219,7,1046.27,2023-04-15 09:00:00
2507,17,174,5,78.57,2023-04-15 10:00:00
2508,377,33,6,1107.15,2023-04-15 11:00:00
2509,537,163,6,153.44,2023-04-15 12:00:00
2510,230,358,3,143.29,2023-04-15 13:00:00
2511,307,7,1,1834.98,2023-04-15 14:00:00
2512,763,47,9,1639.01,2023-04-15 15:00:00
2513,952,380,8,133.4,2023-04-15 16:00:00
2514,544,206,1,1830.39,2023-04-15 17:00:00
2515,392,278,7,1261.14,2023-04-15 18:00:00
2516,858,93,2,1014.39,2023-04-15 19:00:00
2517,228,196,5,1613.98,2023-04-15 20:00:00
2518,825,108,2,1286.83,2023-04-15 21:00:00
2519,782,401,2,138.43,2023-04-15 22:00:00
2520,361,267,4,52.8,2023-04-15 23:00:00
2521,40,59,8,1348.63,2023-04-16 00:00:00
2522,421,434,1,1825.45,2023-04-16 01:00:00
2523,200,433,9,1661.03,2023-04-16 02:00:00
2524,121,281,8,238.91,2023-04-16 03:00:00
2525,755,271,6,1775.96,2023-04-16 04:00:00
2526,508,324,1,998.5,2023-04-16 05:00:00
2527,169,112,4,1575.35,2023-04-16 06:00:00
2528,817,84,9,732.81,2023-04-16 07:00:00
2529,117,114,1,1721.42,2023-04-16 08:00:00
2530,986,324,1,1346.41,2023-04-16 09:00:00
2531,13,262,8,1470.0,2023-04-16 10:00:00
2532,32,366,8,1456.44,2023-04-16 11:00:00
2533,420,486,4,1036.81,2023-04-16 12:00:00
2534,986,493,2,658.07,2023-04-16 13:00:00
2535,899,465,2,994.84,2023-04-16 14:00:00
2536,464,394,5,1165.26,2023-04-16 15:00:00
2537,271,352,4,1673.77,2023-04-16 16:00:00
2538,315,195,8,903.59,2023-04-16 17:00:00
2539,849,41,9,243.28,2023-04-16 18:00:00
2540,20,144,5,1805.45,2023-04-16 19:00:00
2541,935,417,4,309.62,2023-04-16 20:00:00
2542,368,18,9,294.62,2023-04-16 21:00:00
2543,920,32,6,1860.12,2023-04-16 22:00:00
2544,815,482,5,1021.75,2023-04-16 23:00:00
2545,907,480,9,1315.21,2023-04-17 00:00:00
2546,507,475,3,1457.01,2023-04-17 01:00:00
2547,103,351,2,1410.17,2023-04-17 02:00:00
2548,501,225,8,1867.37,2023-04-17 03:00:00
2549,523,100,4,1889.03,2023-04-17 04:00:00
2550,603,208,9,155.43,2023-04-17 05:00:00
2551,510,10,6,273.04,2023-04-17 06:00:00
2552,27,303,8,1318.65,2023-04-17 07:00:00
2553,288,369,4,93.15,2023-04-17 08:00:00
2554,858,358,4,782.08,2023-04-17 09:00:00
2555,518,101,3,161.42,2023-04-17 10:00:00
2556,693,235,1,1969.3,2023-04-17 11:00:00
2557,178,101,7,601.59,2023-04-17 12:00:00
2558,508,16,9,46.77,2023-04-17 13:00:00
2559,327,342,6,654.43,2023-04-17 14:00:00
2560,676,77,3,1461.13,2023-04-17 15:00:00
2561,162,293,3,973.09,2023-04-17 16:00:00
2562,262,39,6,238.07,2023-04-17 17:00:00
2563,597,271,2,1585.02,2023-04-17 18:00:00
2564,267,419,2,971.4,2023-04-17 19:00:00
2565,566,390,7,952.65,2023-04-17 20:00:00
2566,915,120,9,1733.87,2023-04-17 21:00:00
2567,348,488,7,342.17,2023-04-17 22:00:00
2568,728,210,9,1041.46,2023-04-17 23:00:00
2569,762,321,7,1491.16,2023-04-18 00:00:00
2570,922,478,3,1038.63,2023-04-18 01:00:00
2571,993,43,2,64.66,2023-04-18 02:00:00
2572,469,444,6,718.61,2023-04-18 03:00:00
2573,823,328,6,1316.31,2023-04-18 04:00:00
2574,709,225,8,1285.17,2023-04-18 05:00:00
2575,852,181,9,227.41,2023-04-18 06:00:00
2576,561,263,1,1298.48,2023-04-18 07:00:00
2577,623,390,3,1565.6,2023-04-18 08:00:00
2578,230,439,7,290.65,2023-04-18 09:00:00
2579,122,404,7,58.54,2023-04-18 10:00:00
2580,477,493,1,1077.17,2023-04-18 11:00:00
2581,26,451,7,220.72,2023-04-18 12:00:00
2582,217,335,6,1301.6,2023-04-18 13:00:00
2583,503,17,3,1703.34,2023-04-18 14:00:00
2584,65,48,3,485.98,2023-04-18 15:00:00
2585,28,493,3,1840.76,2023-04-18 16:00:00
2586,332,465,9,1088.29,2023-04-18 17:00:00
2587,51,208,3,1957.73,2023-04-18 18:00:00
2588,394,165,3,700.33,2023-04-18 19:00:00
2589,437,252,6,856.19,2023-04-18 20:00:00
2590,191,110,7,1142.32,2023-04-18 21:00:00
2591,601,315,9,1121.62,2023-04-18 22:00:00
2592,716,88,8,70.55,2023-04-18 23:00:00
2593,482,344,2,178.2,2023-04-19 00:00:00
2594,514,12,4,882.85,2023-04-19 01:00:00
2595,77,247,2,99.09,2023-04-19 02:00:00
2596,313,484,5,732.16,2023-04-19 03:00:00
2597,45,296,4,311.55,2023-04-19 04:00:00
2598,557,254,9,408.39,2023-04-19 05:00:00
2599,678,85,3,415.04,2023-04-19 06:00:00
2600,422,368,3,1709.62,2023-04-19 07:00:00
2601,59,332,3,395.03,2023-04-19 08:00:00
2602,407,378,1,936.8,2023-04-19 09:00:00
2603,278,75,8,1449.78,2023-04-19 10:00:00
2604,365,37,6,1643.63,2023-04-19 11:00:00
2605,169,196,6,1981.12,2023-04-19 12:00:00
2606,142,350,5,474.95,2023-04-19 13:00:00
2607,980,440,9,350.64,2023-04-19 14:00:00
2608,99,79,5,106.38,2023-04-19 15:00:00
2609,741,442,4,297.67,2023-04-19 16:00:00
2610,195,447,8,1321.9,2023-04-19 17:00:00
2611,613,208,4,1999.34,2023-04-19 18:00:00
2612,436,89,6,899.21,2023-04-19 19:00:00
2613,290,260,8,80.94,2023-04-19 20:00:00
2614,280,394,9,241.28,2023-04-19 21:00:00
2615,418,424,1,1771.54,2023-04-19 22:00:00
2616,859,224,6,1454.24,2023-04-19 23:00:00
2617,984,164,3,1453.25,2023-04-20 00:00:00
2618,804,216,6,1729.12,2023-04-20 01:00:00
2619,202,143,2,1906.14,2023-04-20 02:00:00
2620,125,142,2,1562.41,2023-04-20 03:00:00
2621,227,420,7,1390.82,2023-04-20 04:00:00
2622,972,64,1,1651.31,2023-04-20 05:00:00
2623,36,199,9,767.67,2023-04-20 06:00:00
2624,800,229,4,934.66,2023-04-20 07:00:00
2625,550,249,6,1633.34,2023-04-20 08:00:00
2626,237,103,6,1453.07,2023-04-20 09:00:00
2627,206,302,2,1814.44,2023-04-20 10:00:00
2628,334,345,2,1255.95,2023-04-20 11:00:00
2629,52,145,3,404.49,2023-04-20 12:00:00
2630,53,466,2,282.67,2023-04-20 13:00:00
2631,106,443,5,1305.6,2023-04-20 14:00:00
2632,636,315,4,1863.36,2023-04-20 15:00:00
2633,350,499,6,1722.41,2023-04-20 16:00:00
2634,494,22,8,622.59,2023-04-20 17:00:00
2635,666,284,2,237.86,2023-04-20 18:00:00
2636,691,287,8,1086.49,2023-04-20 19:00:00
2637,211,418,8,1122.56,2023-04-20 20:00:00
2638,266,233,3,836.57,2023-04-20 21:00:00
2639,402,62,8,1052.38,2023-04-20 22:00:00
2640,177,274,6,940.58,2023-04-20 23:00:00
2641,8,437,1,1432.42,2023-04-21 00:00:00
2642,262,290,6,131.51,2023-04-21 01:00:00
2643,696,489,5,934.2,2023-04-21 02:00:00
2644,312,374,9,1618.79,2023-04-21 03:00:00
2645,233,70,2,605.1,2023-04-21 04:00:00
2646,23,48,2,1243.95,2023-04-21 05:00:00
2647,266,390,8,540.81,2023-04-21 06:00:00
2648,821,170,1,379.53,2023-04-21 07:00:00
2649,955,455,4,906.31,2023-04-21 08:00:00
2650,627,371,1,1343.81,2023-04-21 09:00:00
2651,236,183,9,1571.83,2023-04-21 10:00:00
2652,935,26,4,905.65,2023-04-21 11:00:00
2653,112,427,9,1173.94,2023-04-21 12:00:00
2654,999,44,9,1120.39,2023-04-21 13:00:00
2655,677,258,6,574.36,2023-04-21 14:00:00
2656,1,151,3,1043.44,2023-04-21 15:00:00
2657,105,90,1,1653.78,2023-04-21 16:00:00
2658,880,437,9,598.83,2023-04-21 17:00:00
2659,534,272,9,770.78,2023-04-21 18:00:00
2660,548,281,8,156.73,2023-04-21 19:00:00
2661,322,74,1,1136.01,2023-04-21 20:00:00
2662,853,315,2,355.06,2023-04-21 21:00:00
2663,353,218,8,147.95,2023-04-21 22:00:00
2664,352,191,2,1753.51,2023-04-21 23:00:00
2665,818,95,1,1952.1,2023-04-22 00:00:00
2666,16,37,6,1059.93,2023-04-22 01:00:00
2667,546,207,4,1139.16,2023-04-22 02:00:00
2668,157,495,1,1024.3,2023-04-22 03:00:00
2669,464,129,9,1814.79,2023-04-22 04:00:00
2670,639,145,2,1361.52,2023-04-22 05:00:00
2671,370,254,8,256.91,2023-04-22 06:00:00
2672,524,45,7,1480.66,2023-04-22 07:00:00
2673,440,268,7,1092.43,2023-04-22 08:00:00
2674,214,431,4,74.15,2023-04-22 09:00:00
2675,461,264,9,1368.68,2023-04-22 10:00:00
2676,459,228,6,1825.9,2023-04-22 11:00:00
2677,807,340,1,134.77,2023-04-22 12:00:00
2678,703,138,3,1150.61,2023-04-22 13:00:00
2679,972,291,3,440.18,2023-04-22 14:00:00
2680,278,32,4,764.76,2023-04-22 15:00:00
2681,206,311,5,1739.54,2023-04-22 16:00:00
2682,934,277,1,738.42,2023-04-22 17:00:00
2683,331,219,2,1298.24,2023-04-22 18:00:00
2684,101,476,5,993.44,2023-04-22 19:00:00
2685,15,207,1,1738.01,2023-04-22 20:00:00
2686,988,365,9,879.57,2023-04-22 21:00:00
2687,774,38,3,707.59,2023-04-22 22:00:00
2688,864,91,1,1201.95,2023-04-22 23:00:00
2689,870,87,7,1647.87,2023-04-23 00:00:00
2690,340,316,5,1222.86,2023-04-23 01:00:00
2691,36,221,8,234.07,2023-04-23 02:00:00
2692,563,17,8,1805.12,2023-04-23 03:00:00
2693,687,444,6,1254.6,2023-04-23 04:00:00
2694,654,388,5,779.97,2023-04-23 05:00:00
2695,630,92,8,237.7,2023-04-23 06:00:00
2696,600,231,1,1076.62,2023-04-23 07:00:00
2697,266,441,5,561.63,2023-04-23 08:00:00
2698,760,277,9,1785.34,2023-04-23 09:00:00
2699,861,174,8,620.92,2023-04-23 10:00:00
2700,724,291,2,909.52,2023-04-23 11:00:00
2701,824,323,5,1653.28,2023-04-23 12:00:00
2702,608,446,6,1839.43,2023-04-23 13:00:00
2703,129,485,5,1545.21,2023-04-23 14:00:00
2704,976,243,8,371.6,2023-04-23 15:00:00
2705,567,407,8,763.27,2023-04-23 16:00:00
2706,368,16,7,1518.9,2023-04-23 17:00:00
2707,724,169,6,1510.85,2023-04-23 18:00:00
2708,605,243,3,1040.98,2023-04-23 19:00:00
2709,145,422,3,1049.08,2023-04-23 20:00:00
2710,378,419,8,398.02,2023-04-23 21:00:00
2711,666,404,5,88.71,2023-04-23 22:00:00
2712,884,255,8,1725.39,2023-04-23 23:00:00
2713,146,419,6,248.22,2023-04-24 00:00:00
2714,1000,227,8,1320.73,2023-04-24 01:00:00
2715,919,415,2,104.76,2023-04-24 02:00:00
2716,920,197,3,1048.95,2023-04-24 03:00:00
2717,125,314,5,90.39,2023-04-24 04:00:00
2718,758,280,2,785.41,2023-04-24 05:00:00
2719,570,252,2,81.98,2023-04-24 06:00:00
2720,478,173,5,491.44,2023-04-24 07:00:00
2721,843,233,1,1869.63,2023-04-24 08:00:00
2722,807,203,9,1488.87,2023-04-24 09:00:00
2723,693,446,3,1151.93,2023-04-24 10:00:00
2724,55,154,6,1028.74,2023-04-24 11:00:00
2725,477,80,9,310.41,2023-04-24 12:00:00
2726,437,396,7,1756.93,2023-04-24 13:00:00
2727,268,56,2,828.38,2023-04-24 14:00:00
2728,388,12,1,1904.46,2023-04-24 15:00:00
2729,636,99,7,763.94,2023-04-24 16:00:00
2730,589,392,2,505.89,2023-04-24 17:00:00
2731,608,270,8,72.13,2023-04-24 18:00:00
2732,316,100,1,1925.3,2023-04-24 19:00:00
2733,3,140,1,1692.26,2023-04-24 20:00:00
2734,446,76,4,1085.86,2023-04-24 21:00:00
2735,1000,260,6,854.51,2023-04-24 22:00:00
2736,591,264,4,295.01,2023-04-24 23:00:00
2737,461,289,2,1755.65,2023-04-25 00:00:00
2738,962,500,1,1089.76,2023-04-25 01:00:00
2739,715,210,1,418.16,2023-04-25 02:00:00
2740,669,72,8,448.57,2023-04-25 03:00:00
2741,955,13,7,722.63,2023-04-25 04:00:00
2742,848,426,9,1862.24,2023-04-25 05:00:00
2743,125,385,6,1154.48,2023-04-25 06:00:00
2744,365,448,6,735.11,2023-04-25 07:00:00
2745,318,104,3,1775.29,2023-04-25 08:00:00
2746,457,106,4,827.2,2023-04-25 09:00:00
2747,923,456,2,168.06,2023-04-25 10:00:00
2748,366,484,3,1304.06,2023-04-25 11:00:00
2749,822,204,8,1890.03,2023-04-25 12:00:00
2750,409,2,3,378.37,2023-04-25 13:00:00
2751,492,90,4,1212.53,2023-04-25 14:00:00
2752,579,418,3,743.57,2023-04-25 15:00:00
2753,556,419,2,312.1,2023-04-25 16:00:00
2754,972,255,5,979.46,2023-04-25 17:00:00
2755,855,119,1,541.5,2023-04-25 18:00:00
2756,89,374,3,57.49,2023-04-25 19:00:00
2757,368,346,1,1948.38,2023-04-25 20:00:00
2758,572,370,8,524.97,2023-04-25 21:00:00
2759,965,311,8,1137.01,2023-04-25 22:00:00
2760,478,402,1,1891.11,2023-04-25 23:00:00
2761,281,98,9,1093.3,2023-04-26 00:00:00
2762,646,377,7,1793.48,2023-04-26 01:00:00
2763,407,396,9,1376.5,2023-04-26 02:00:00
2764,399,210,6,1271.58,2023-04-26 03:00:00
2765,733,496,1,1750.24,2023-04-26 04:00:00
2766,44,100,3,1798.75,2023-04-26 05:00:00
2767,298,389,7,331.53,2023-04-26 06:00:00
2768,251,41,5,1207.89,2023-04-26 07:00:00
2769,252,369,3,1393.56,2023-04-26 08:00:00
2770,165,99,3,1765.64,2023-04-26 09:00:00
2771,293,496,4,140.33,2023-04-26 10:00:00
2772,873,212,1,425.31,2023-04-26 11:00:00
2773,768,491,7,446.01,2023-04-26 12:00:00
2774,260,159,9,1518.15,2023-04-26 13:00:00
2775,522,317,6,637.98,2023-04-26 14:00:00
2776,298,471,2,1089.85,2023-04-26 15:00:00
2777,539,384,2,328.85,2023-04-26 16:00:00
2778,120,247,9,980.08,2023-04-26 17:00:00
2779,91,280,6,70.03,2023-04-26 18:00:00
2780,182,354,7,356.87,2023-04-26 19:00:00
2781,506,437,7,777.96,2023-04-26 20:00:00
2782,380,78,2,1215.81,2023-04-26 21:00:00
2783,959,132,4,987.26,2023-04-26 22:00:00
2784,840,293,5,136.65,2023-04-26 23:00:00
2785,448,151,3,217.19,2023-04-27 00:00:00
2786,244,122,6,1288.65,2023-04-27 01:00:00
2787,535,323,1,1744.95,2023-04-27 02:00:00
2788,306,28,3,1736.95,2023-04-27 03:00:00
2789,508,218,3,1213.63,2023-04-27 04:00:00
2790,481,447,4,1077.55,2023-04-27 05:00:00
2791,962,222,6,850.13,2023-04-27 06:00:00
2792,694,273,3,143.65,2023-04-27 07:00:00
2793,700,124,7,1439.45,2023-04-27 08:00:00
2794,93,339,3,120.96,2023-04-27 09:00:00
2795,719,218,6,1549.59,2023-04-27 10:00:00
2796,393,150,4,413.98,2023-04-27 11:00:00
2797,331,285,3,1704.28,2023-04-27 12:00:00
2798,142,87,4,586.39,2023-04-27 13:00:00
2799,174,131,3,184.99,2023-04-27 14:00:00
2800,784,125,3,1605.3,2023-04-27 15:00:00
2801,334,155,3,1062.76,2023-04-27 16:00:00
2802,928,353,5,176.0,2023-04-27 17:00:00
2803,19,164,9,1077.95,2023-04-27 18:00:00
2804,854,465,3,1044.96,2023-04-27 19:00:00
2805,949,277,7,1828.82,2023-04-27 20:00:00
2806,982,73,8,256.88,2023-04-27 21:00:00
2807,345,116,2,805.34,2023-04-27 22:00:00
2808,46,326,5,207.7,2023-04-27 23:00:00
2809,354,185,9,36.78,2023-04-28 00:00:00
2810,864,146,4,1863.74,2023-04-28 01:00:00
2811,146,437,6,827.37,2023-04-28 02:00:00
2812,102,51,3,1651.93,2023-04-28 03:00:00
2813,853,129,3,1986.63,2023-04-28 04:00:00
2814,83,485,2,1869.44,2023-04-28 05:00:00
2815,359,177,9,1146.16,2023-04-28 06:00:00
2816,521,235,6,706.5,2023-04-28 07:00:00
2817,998,176,2,1360.95,2023-04-28 08:00:00
2818,487,118,7,446.63,2023-04-28 09:00:00
2819,657,179,4,1770.19,2023-04-28 10:00:00
2820,396,361,8,58.63,2023-04-28 11:00:00
2821,257,31,5,1224.76,2023-04-28 12:00:00
2822,397,465,7,1670.28,2023-04-28 13:00:00
2823,785,291,8,322.24,2023-04-28 14:00:00
2824,450,327,9,1622.9,2023-04-28 15:00:00
2825,453,389,2,545.61,2023-04-28 16:00:00
2826,181,358,9,1317.19,2023-04-28 17:00:00
2827,641,307,4,1459.73,2023-04-28 18:00:00
2828,345,316,3,1582.27,2023-04-28 19:00:00
2829,572,208,3,1848.93,2023-04-28 20:00:00
2830,166,111,9,292.34,2023-04-28 21:00:00
2831,928,65,6,390.48,2023-04-28 22:00:00
2832,647,177,5,1720.9,2023-04-28 23:00:00
2833,589,460,7,934.64,2023-04-29 00:00:00
2834,327,203,7,308.55,2023-04-29 01:00:00
2835,922,128,2,708.93,2023-04-29 02:00:00
2836,51,423,7,1346.02,2023-04-29 03:00:00
2837,592,438,6,296.37,2023-04-29 04:00:00
2838,416,248,3,509.67,2023-04-29 05:00:00
2839,684,139,4,1025.56,2023-04-29 06:00:00
2840,312,343,4,1760.5,2023-04-29 07:00:00
2841,867,429,2,979.05,2023-04-29 08:00:00
2842,316,467,1,1244.59,2023-04-29 09:00:00
2843,10,478,9,1104.73,2023-04-29 10:00:00
2844,473,462,6,1495.19,2023-04-29 11:00:00
2845,793,283,9,709.62,2023-04-29 12:00:00
2846,991,310,2,1850.64,2023-04-29 13:00:00
2847,583,441,6,1273.93,2023-04-29 14:00:00
2848,21,439,5,106.78,2023-04-29 15:00:00
2849,820,454,3,525.09,2023-04-29 16:00:00
2850,447,216,6,1741.44,2023-04-29 17:00:00
2851,145,113,6,651.0,2023-04-29 18:00:00
2852,766,424,5,192.12,2023-04-29 19:00:00
2853,329,164,9,592.96,2023-04-29 20:00:00
2854,907,347,3,1604.53,2023-04-29 21:00:00
2855,859,318,1,282.45,2023-04-29 22:00:00
2856,682,81,5,357.72,2023-04-29 23:00:00
2857,91,196,4,679.84,2023-04-30 00:00:00
2858,212,78,4,1894.46,2023-04-30 01:00:00
2859,800,460,1,289.77,2023-04-30 02:00:00
2860,433,437,5,1557.22,2023-04-30 03:00:00
2861,837,80,8,434.92,2023-04-30 04:00:00
2862,325,414,3,1141.97,2023-04-30 05:00:00
2863,526,152,3,576.39,2023-04-30 06:00:00
2864,749,196,9,454.67,2023-04-30 07:00:00
2865,756,446,7,910.67,2023-04-30 08:00:00
2866,990,194,7,697.94,2023-04-30 09:00:00
2867,610,474,1,958.54,2023-04-30 10:00:00
2868,111,437,1,415.69,2023-04-30 11:00:00
2869,68,427,1,135.95,2023-04-30 12:00:00
2870,143,450,2,293.7,2023-04-30 13:00:00
2871,118,6,2,645.91,2023-04-30 14:00:00
2872,23,250,4,1876.53,2023-04-30 15:00:00
2873,448,65,9,256.96,2023-04-30 16:00:00
2874,684,191,1,934.24,2023-04-30 17:00:00
2875,298,413,3,602.06,2023-04-30 18:00:00
2876,843,95,2,1928.19,2023-04-30 19:00:00
2877,43,268,8,1995.67,2023-04-30 20:00:00
2878,46,467,4,1193.52,2023-04-30 21:00:00
2879,504,415,6,33.84,2023-04-30 22:00:00
2880,682,359,1,1899.21,2023-04-30 23:00:00
2881,390,21,5,1920.9,2023-05-01 00:00:00
2882,743,266,5,693.05,2023-05-01 01:00:00
2883,926,420,1,656.67,2023-05-01 02:00:00
2884,127,499,1,1832.38,2023-05-01 03:00:00
2885,960,421,3,1669.7,2023-05-01 04:00:00
2886,403,92,3,1277.75,2023-05-01 05:00:00
2887,232,347,9,305.89,2023-05-01 06:00:00
2888,835,242,6,1983.34,2023-05-01 07:00:00
2889,25,2,6,1076.85,2023-05-01 08:00:00
2890,200,108,8,1262.69,2023-05-01 09:00:00
2891,86,410,9,874.9,2023-05-01 10:00:00
2892,326,132,5,965.22,2023-05-01 11:00:00
2893,807,392,1,848.64,2023-05-01 12:00:00
2894,583,112,8,584.63,2023-05-01 13:00:00
2895,888,324,8,848.33,2023-05-01 14:00:00
2896,235,238,3,981.78,2023-05-01 15:00:00
2897,184,350,1,1243.74,2023-05-01 16:00:00
2898,677,193,4,49.29,2023-05-01 17:00:00
2899,113,474,3,1548.78,2023-05-01 18:00:00
2900,241,411,5,1248.47,2023-05-01 19:00:00
2901,228,239,7,552.23,2023-05-01 20:00:00
2902,949,491,6,1299.06,2023-05-01 21:00:00
2903,581,475,4,1919.66,2023-05-01 22:00:00
2904,781,186,4,1755.38,2023-05-01 23:00:00
2905,451,205,6,336.87,2023-05-02 00:00:00
2906,773,24,7,918.03,2023-05-02 01:00:00
2907,501,254,6,1979.23,2023-05-02 02:00:00
2908,3,494,2,1851.69,2023-05-02 03:00:00
2909,369,44,2,99.12,2023-05-02 04:00:00
2910,382,205,7,1026.18,2023-05-02 05:00:00
2911,935,396,7,679.56,2023-05-02 06:00:00
2912,624,128,1,1569.92,2023-05-02 07:00:00
2913,467,360,7,86.05,2023-05-02 08:00:00
2914,737,203,1,1419.53,2023-05-02 09:00:00
2915,669,293,1,867.03,2023-05-02 10:00:00
2916,480,35,7,957.75,2023-05-02 11:00:00
2917,657,307,2,1814.64,2023-05-02 12:00:00
2918,553,217,1,1464.31,2023-05-02 13:00:00
2919,30,142,7,456.28,2023-05-02 14:00:00
2920,857,369,4,1009.94,2023-05-02 15:00:00
2921,931,323,1,716.25,2023-05-02 16:00:00
2922,508,129,2,443.66,2023-05-02 17:00:00
2923,365,101,8,87.76,2023-05-02 18:00:00
2924,259,294,6,1031.38,2023-05-02 19:00:00
2925,165,158,3,946.45,2023-05-02 20:00:00
2926,454,327,1,1871.53,2023-05-02 21:00:00
2927,224,26,4,97.21,2023-05-02 22:00:00
2928,731,300,2,1877.31,2023-05-02 23:00:00
2929,558,321,4,1278.12,2023-05-03 00:00:00
2930,563,13,4,821.73,2023-05-03 01:00:00
2931,764,210,5,1686.05,2023-05-03 02:00:00
2932,621,185,4,172.61,2023-05-03 03:00:00
2933,890,489,7,1231.3,2023-05-03 04:00:00
2934,641,28,5,64.6,2023-05-03 05:00:00
2935,36,28,7,1152.48,2023-05-03 06:00:00
2936,483,398,8,513.54,2023-05-03 07:00:00
2937,274,331,1,994.35,2023-05-03 08:00:00
2938,18,41,2,422.46,2023-05-03 09:00:00
2939,835,161,2,1283.58,2023-05-03 10:00:00
2940,537,260,9,1957.29,2023-05-03 11:00:00
2941,198,226,3,493.23,2023-05-03 12:00:00
2942,522,140,7,821.42,2023-05-03 13:00:00
2943,674,227,3,543.54,2023-05-03 14:00:00
2944,917,233,6,1982.71,2023-05-03 15:00:00
2945,218,48,8,1691.33,2023-05-03 16:00:00
2946,670,267,9,1424.9,2023-05-03 17:00:00
2947,896,265,4,1374.82,2023-05-03 18:00:00
2948,881,185,3,1214.02,2023-05-03 19:00:00
2949,803,66,2,598.95,2023-05-03 20:00:00
2950,88,170,3,1338.27,2023-05-03 21:00:00
2951,788,415,8,1070.79,2023-05-03 22:00:00
2952,983,84,4,1084.95,2023-05-03 23:00:00
2953,525,421,5,706.24,2023-05-04 00:00:00
2954,739,304,1,1048.12,2023-05-04 01:00:00
2955,610,295,1,1389.37,2023-05-04 02:00:00
2956,112,303,1,810.65,2023-05-04 03:00:00
2957,997,325,1,305.06,2023-05-04 04:00:00
2958,424,351,1,1296.96,2023-05-04 05:00:00
2959,796,104,4,1906.8,2023-05-04 06:00:00
2960,307,474,1,95.41,2023-05-04 07:00:00
2961,874,215,7,1877.14,2023-05-04 08:00:00
2962,116,484,2,1675.83,2023-05-04 09:00:00
2963,266,455,1,1110.09,2023-05-04 10:00:00
2964,967,224,3,919.24,2023-05-04 11:00:00
2965,110,210,3,835.95,2023-05-04 12:00:00
2966,858,173,1,1071.51,2023-05-04 13:00:00
2967,366,488,2,500.86,2023-05-04 14:00:00
2968,393,475,8,1372.51,2023-05-04 15:00:00
2969,822,480,2,1837.35,2023-05-04 16:00:00
