date,produit,quantité,prix_unitaire,client_id
2023-03-23,Clavier,1,525.72,175
2023-10-04,Casque,2,832.08,414
2023-09-03,Smartphone,2,863.18,87
2023-03-18,Casque,1,472.08,37
2023-10-28,Smartphone,3,384.23,462
2023-10-31,Smartphone,2,124.48,129
2023-09-28,Imprimante,4,269.32,381
2023-06-21,Souris,4,331.51,245
2023-09-13,Souris,1,662.84,118
2023-12-28,Écran,4,682.5,20
2023-06-14,Smartphone,3,694.89,133
2023-08-15,Casque,1,1238.44,126
2023-08-11,Clavier,3,125.61,392
2023-07-09,Souris,2,1095.61,32
2023-10-22,Smartphone,4,584.55,90
2023-11-09,Smartphone,1,287.7,266
2023-02-04,Ordinateur,1,1293.78,323
2023-04-08,Imprimante,3,274.87,432
2023-07-30,Ordinateur,3,258.18,406
2023-11-06,Imprimante,3,1199.98,318
2023-09-04,Ordinateur,2,573.12,127
2023-01-30,Smartphone,1,617.21,415
2023-09-23,Souris,2,1152.47,286
2023-10-01,Clavier,4,802.18,210
2023-02-03,Clavier,2,1061.49,483
2023-05-28,Clavier,1,1140.21,65
2023-05-24,Ordinateur,1,759.9,219
2023-08-22,Imprimante,2,123.5,346
2023-06-09,Écran,3,1007.63,235
2023-04-08,Souris,4,1109.24,209
2023-07-04,Imprimante,3,663.55,315
2023-04-22,Clavier,4,115.51,147
2023-08-04,Clavier,4,934.07,248
2023-12-08,Souris,2,949.69,331
2023-05-20,Souris,1,268.2,181
2023-10-10,Imprimante,1,1175.04,484
2023-04-18,Ordinateur,2,1290.56,205
2023-09-11,Souris,4,451.99,399
2023-04-09,Écran,1,395.62,293
2023-05-15,Smartphone,2,1237.65,172
2023-11-10,Smartphone,2,685.14,118
2023-08-25,Casque,2,1031.34,381
2023-05-02,Clavier,1,113.81,468
2023-11-08,Ordinateur,1,1109.97,12
2023-05-13,Souris,1,187.59,270
2023-05-01,Ordinateur,3,288.82,110
2023-04-17,Souris,4,91.56,269
2023-02-18,Écran,3,33.41,397
2023-01-03,Imprimante,1,695.22,303
2023-09-19,Imprimante,1,1219.41,319
2023-03-02,Souris,1,1494.28,435
2023-09-06,Smartphone,2,512.63,64
2023-09-02,Imprimante,3,971.23,242
2023-01-08,Smartphone,4,398.62,86
2023-06-29,Imprimante,2,692.52,143
2023-12-02,Imprimante,4,885.94,474
2023-08-25,Souris,1,780.63,436
2023-04-14,Smartphone,4,36.15,404
2023-07-02,Écran,4,834.59,176
2023-01-03,Imprimante,1,836.2,283
2023-03-13,Ordinateur,3,1216.32,466
2023-06-22,Casque,3,941.8,49
2023-11-05,Clavier,4,185.11,166
2023-11-09,Clavier,4,1106.76,6
2023-07-27,Imprimante,1,237.18,443
2023-02-17,Souris,1,1145.26,342
2023-01-24,Smartphone,2,19.12,184
2023-03-13,Smartphone,1,346.35,243
2023-02-28,Clavier,2,493.74,455
2023-04-11,Écran,3,268.21,225
2023-11-30,Souris,4,185.41,316
2023-07-13,Casque,4,194.88,495
2023-06-30,Clavier,1,1445.4,56
2023-05-23,Souris,2,26.64,179
2023-03-12,Écran,2,366.75,135
2023-02-22,Imprimante,2,1450.07,354
2023-06-27,Écran,1,1078.58,57
2023-02-10,Souris,4,732.01,48
2023-12-08,Clavier,4,1409.51,249
2023-12-27,Smartphone,1,62.41,292
2023-07-27,Casque,4,260.26,154
2023-01-24,Souris,1,869.8,313
2023-05-29,Casque,2,273.14,28
2023-12-05,Smartphone,3,1272.89,102
2023-07-07,Smartphone,3,914.9,152
2023-05-20,Casque,4,917.75,233
2023-03-30,Souris,3,1273.12,67
2023-09-09,Clavier,4,1416.39,219
2023-12-24,Casque,2,671.37,8
2023-08-13,Smartphone,3,723.94,454
2023-01-17,Clavier,1,727.92,57
2023-05-30,Casque,2,1179.27,192
2023-07-14,Smartphone,4,683.09,205
2023-05-28,Écran,2,1266.74,72
2023-01-15,Smartphone,3,918.04,330
2023-03-01,Casque,1,1318.14,31
2023-08-11,Ordinateur,4,1279.78,74
2023-01-18,Clavier,1,475.3,363
2023-12-13,Souris,3,1432.07,466
2023-04-26,Casque,1,939.84,34
2023-08-08,Écran,2,1377.44,185
2023-08-29,Smartphone,4,831.67,365
2023-11-18,Smartphone,1,1157.0,373
2023-12-02,Souris,3,95.09,352
2023-05-25,Smartphone,1,353.81,167
2023-05-24,Ordinateur,4,256.98,162
2023-01-29,Clavier,2,104.67,102
2023-04-24,Imprimante,4,98.79,48
2023-07-10,Smartphone,4,464.21,343
2023-08-01,Smartphone,1,231.5,111
2023-01-04,Imprimante,1,1434.44,161
2023-08-13,Casque,2,590.01,48
2023-04-09,Imprimante,3,584.12,213
2023-01-06,Casque,1,651.36,258
2023-05-01,Casque,2,640.78,138
2023-11-03,Clavier,3,289.31,433
2023-02-13,Imprimante,1,741.83,26
2023-02-09,Clavier,1,391.56,84
2023-01-08,Souris,4,680.34,374
2023-07-10,Casque,2,1259.56,321
2023-05-12,Smartphone,2,675.23,285
2023-11-05,Clavier,2,623.8,386
2023-03-14,Souris,3,736.51,73
2023-04-28,Smartphone,1,978.65,473
2023-08-02,Smartphone,4,213.57,426
2023-07-24,Souris,1,923.09,107
2023-09-07,Imprimante,4,1287.31,348
2023-01-24,Imprimante,4,71.15,358
2023-05-13,Clavier,2,1052.38,366
2023-12-16,Écran,3,823.66,162
2023-09-06,Clavier,2,1077.54,232
2023-09-17,Écran,3,1136.07,17
2023-03-12,Imprimante,3,148.21,336
2023-06-03,Souris,2,316.31,411
2023-10-08,Imprimante,4,367.5,431
2023-05-31,Smartphone,2,1009.42,32
2023-02-20,Casque,4,740.0,125
2023-08-17,Ordinateur,1,841.06,303
2023-11-03,Écran,4,268.9,277
2023-04-15,Casque,4,504.53,147
2023-05-04,Smartphone,4,1001.09,181
2023-05-12,Souris,1,279.44,280
2023-11-01,Clavier,3,104.44,226
2023-11-30,Souris,4,197.33,61
2023-04-04,Imprimante,1,1222.3,422
2023-04-12,Ordinateur,3,170.36,368
2023-05-30,Souris,3,431.73,203
2023-12-20,Souris,3,433.25,426
2023-02-08,Écran,1,971.91,370
2023-08-07,Smartphone,1,1009.57,248
2023-03-08,Ordinateur,1,444.22,131
2023-06-10,Imprimante,3,818.84,244
2023-05-31,Ordinateur,4,494.5,276
2023-10-15,Imprimante,1,1012.73,117
2023-12-22,Casque,3,575.38,252
2023-01-28,Souris,4,1159.69,408
2023-10-25,Écran,4,1305.08,243
2023-12-22,Écran,3,648.57,450
2023-03-05,Clavier,1,463.44,499
2023-06-29,Smartphone,1,1223.94,458
2023-12-08,Casque,3,127.46,461
2023-12-20,Clavier,2,1450.3,395
2023-02-07,Écran,3,1203.16,29
2023-07-23,Smartphone,1,367.4,196
2023-05-29,Imprimante,1,818.67,484
2023-12-01,Ordinateur,1,802.83,240
2023-06-11,Smartphone,4,1471.65,321
2023-07-09,Écran,3,1125.03,100
2023-02-07,Ordinateur,2,868.31,478
2023-04-22,Imprimante,4,113.23,475
2023-02-15,Imprimante,4,29.12,229
2023-03-19,Clavier,2,421.09,64
2023-10-27,Clavier,2,981.07,431
2023-01-02,Casque,4,584.45,57
2023-04-16,Ordinateur,2,1473.51,117
2023-04-29,Écran,1,900.1,81
2023-08-15,Imprimante,4,1107.02,410
2023-08-15,Smartphone,3,998.38,304
2023-09-14,Imprimante,1,1010.45,91
2023-02-11,Imprimante,2,879.53,485
2023-03-12,Casque,3,284.2,238
2023-10-11,Souris,4,501.95,493
2023-03-06,Smartphone,2,1382.52,339
2023-01-03,Smartphone,3,854.84,461
2023-05-20,Imprimante,1,1163.31,390
2023-02-04,Clavier,4,601.08,228
2023-08-23,Souris,1,94.48,40
2023-10-08,Casque,4,375.25,376
2023-08-23,Ordinateur,4,141.45,279
2023-05-09,Smartphone,3,290.76,138
2023-03-31,Smartphone,3,1352.38,270
2023-10-26,Ordinateur,2,268.08,154
2023-06-09,Imprimante,3,845.75,177
2023-03-04,Casque,2,1384.14,158
2023-12-18,Ordinateur,3,398.2,400
2023-05-05,Imprimante,4,450.38,333
2023-03-27,Smartphone,2,569.84,204
2023-07-16,Casque,2,216.5,270
2023-09-14,Imprimante,4,153.68,148
2023-04-07,Imprimante,3,704.85,262
2023-06-16,Imprimante,1,670.03,256
2023-05-31,Casque,3,1240.4,249
2023-08-16,Casque,4,241.47,26
2023-03-03,Smartphone,4,639.15,401
2023-11-05,Imprimante,3,71.13,1
2023-01-30,Imprimante,1,1088.26,419
2023-12-24,Clavier,4,811.03,288
2023-01-22,Clavier,1,971.29,442
2023-12-03,Ordinateur,3,447.61,264
2023-09-02,Clavier,2,266.64,265
2023-07-31,Ordinateur,4,607.59,70
2023-09-23,Clavier,2,1445.82,284
2023-09-17,Imprimante,3,458.34,329
2023-06-17,Clavier,4,1303.98,48
2023-05-25,Casque,1,419.57,269
2023-01-15,Ordinateur,4,724.51,415
2023-06-13,Clavier,3,195.46,262
2023-03-01,Casque,2,1147.67,340
2023-11-29,Écran,1,44.05,160
2023-05-20,Casque,1,454.25,172
2023-04-10,Smartphone,3,949.93,289
2023-05-18,Clavier,1,1044.44,86
2023-08-09,Clavier,2,976.87,25
2023-08-29,Souris,2,1276.27,380
2023-03-11,Souris,4,442.4,415
2023-03-11,Ordinateur,2,1304.39,261
2023-01-27,Imprimante,4,269.77,395
2023-07-26,Imprimante,4,1445.54,32
2023-08-02,Clavier,3,81.39,360
2023-09-13,Imprimante,1,873.46,154
2023-04-18,Clavier,2,1126.38,429
2023-10-21,Ordinateur,1,1061.21,50
2023-12-07,Ordinateur,2,1429.62,85
2023-10-26,Casque,3,45.09,150
2023-12-20,Écran,2,400.91,493
2023-01-14,Smartphone,1,634.76,247
2023-09-18,Imprimante,1,256.07,327
2023-11-15,Imprimante,2,1253.68,426
2023-03-16,Casque,3,425.57,280
2023-02-07,Écran,4,1224.36,109
2023-08-28,Écran,3,601.35,492
2023-05-05,Souris,2,507.03,460
2023-12-26,Casque,4,588.24,466
2023-07-20,Imprimante,3,669.2,314
2023-09-13,Smartphone,3,37.12,489
2023-07-15,Clavier,3,1236.81,467
2023-04-07,Écran,4,331.18,458
2023-04-19,Ordinateur,2,94.25,235
2023-09-09,Imprimante,3,1306.06,421
2023-04-19,Souris,3,23.5,172
2023-06-25,Smartphone,3,33.5,155
2023-07-15,Souris,2,1422.9,463
2023-02-26,Ordinateur,1,496.63,435
2023-03-08,Écran,4,1249.54,479
2023-10-01,Imprimante,2,1349.34,426
2023-04-20,Clavier,1,765.7,84
2023-05-16,Écran,3,862.14,102
2023-03-12,Imprimante,2,648.17,118
2023-04-08,Smartphone,2,1251.52,144
2023-05-24,Smartphone,3,1411.2,290
2023-05-28,Clavier,1,887.95,88
2023-08-29,Imprimante,3,1183.4,35
2023-04-28,Écran,3,491.24,391
2023-10-04,Clavier,4,421.15,293
2023-01-23,Souris,1,1223.37,43
2023-10-26,Souris,2,114.43,273
2023-11-24,Imprimante,1,213.59,21
2023-02-10,Ordinateur,3,956.29,263
2023-09-01,Ordinateur,4,123.44,468
2023-02-04,Casque,2,1248.87,274
2023-04-27,Écran,3,221.06,164
2023-08-01,Ordinateur,4,212.75,430
2023-04-16,Imprimante,4,515.03,400
2023-12-28,Smartphone,3,943.46,354
2023-02-09,Smartphone,4,1233.68,484
2023-11-07,Imprimante,3,461.23,45
2023-02-17,Ordinateur,3,104.51,332
2023-07-24,Casque,3,943.75,386
2023-12-24,Écran,1,1016.98,256
2023-11-26,Écran,1,1354.45,366
2023-03-12,Souris,3,59.84,241
2023-06-09,Souris,4,849.74,358
2023-02-01,Smartphone,2,822.36,106
2023-04-27,Clavier,4,1242.94,321
2023-03-10,Souris,2,875.63,38
2023-03-17,Clavier,2,646.27,357
2023-02-20,Souris,2,953.62,320
2023-09-02,Casque,1,1043.5,87
2023-01-11,Imprimante,4,444.79,112
2023-05-20,Souris,3,1057.0,44
2023-12-18,Smartphone,1,676.27,355
2023-11-06,Écran,3,940.76,246
2023-12-07,Ordinateur,4,1042.17,410
2023-08-26,Imprimante,3,309.37,200
2023-04-01,Clavier,2,865.4,416
2023-02-24,Clavier,1,1293.42,65
2023-03-30,Écran,4,941.09,197
2023-02-19,Ordinateur,3,179.05,450
2023-12-01,Écran,3,1024.22,43
2023-04-06,Imprimante,4,83.38,87
2023-08-25,Smartphone,1,233.05,325
2023-05-31,Smartphone,3,608.78,263
2023-12-09,Casque,4,227.04,262
2023-02-27,Ordinateur,3,311.79,362
2023-10-25,Smartphone,2,1253.22,473
2023-03-11,Écran,3,738.83,342
2023-07-05,Écran,2,1279.7,427
2023-11-06,Imprimante,1,1402.23,36
2023-11-07,Clavier,1,584.21,290
2023-12-16,Souris,1,132.47,26
2023-05-24,Écran,2,500.76,483
2023-07-18,Souris,2,119.95,490
2023-11-26,Écran,1,862.33,251
2023-02-03,Smartphone,2,1391.89,421
2023-02-19,Smartphone,4,1436.41,191
2023-09-17,Clavier,4,114.4,270
2023-02-17,Souris,4,743.76,120
2023-03-10,Imprimante,4,995.19,293
2023-12-17,Smartphone,3,11.73,21
2023-10-10,Souris,4,1032.28,283
2023-07-22,Smartphone,2,984.65,498
2023-09-07,Smartphone,3,709.79,56
2023-08-19,Ordinateur,2,917.82,175
2023-08-14,Souris,2,745.55,212
2023-02-15,Écran,3,1045.01,471
2023-09-11,Souris,3,924.2,369
2023-11-19,Souris,2,581.02,169
2023-07-06,Casque,4,278.07,259
2023-04-14,Imprimante,1,695.05,211
2023-11-12,Souris,1,28.33,292
2023-07-18,Souris,3,1084.59,387
2023-10-01,Souris,1,93.37,477
2023-02-27,Ordinateur,2,1347.66,380
2023-01-11,Clavier,3,27.47,407
2023-04-06,Ordinateur,3,1049.76,355
2023-12-03,Smartphone,1,57.66,360
2023-02-09,Clavier,3,505.8,213
2023-06-26,Smartphone,4,1398.93,259
2023-04-22,Imprimante,4,676.7,406
2023-06-04,Imprimante,3,733.38,342
2023-12-27,Casque,4,125.87,93
2023-01-06,Imprimante,4,1213.03,187
2023-04-05,Smartphone,4,1461.72,155
2023-01-31,Imprimante,2,1431.68,449
2023-05-19,Écran,1,1081.56,114
2023-11-29,Casque,3,615.18,197
2023-06-15,Ordinateur,3,673.37,136
2023-02-08,Smartphone,2,655.76,407
2023-07-02,Ordinateur,4,207.48,115
2023-05-19,Casque,3,770.29,391
2023-11-10,Casque,4,916.69,46
2023-04-22,Smartphone,1,1218.64,145
2023-05-31,Casque,2,875.04,356
2023-10-01,Imprimante,4,1417.67,463
2023-10-06,Écran,2,305.59,197
2023-07-13,Écran,1,1035.45,66
2023-02-09,Écran,2,22.2,493
2023-11-21,Smartphone,4,260.62,25
2023-04-07,Casque,2,1276.6,441
2023-12-21,Imprimante,4,944.48,140
2023-04-17,Casque,3,790.46,405
2023-10-31,Écran,3,444.62,59
2023-05-07,Casque,2,104.45,55
2023-11-11,Souris,1,1242.03,265
2023-09-22,Imprimante,3,1097.9,250
2023-02-18,Casque,1,1331.87,111
2023-12-13,Imprimante,2,451.01,460
2023-09-10,Écran,1,1225.04,57
2023-06-16,Souris,3,1178.63,273
2023-02-17,Écran,2,35.45,201
2023-09-08,Écran,1,996.48,61
2023-08-07,Casque,1,1167.77,458
2023-01-09,Casque,1,200.14,379
2023-02-20,Souris,4,1407.97,334
2023-08-19,Souris,1,1056.35,484
2023-03-12,Écran,1,397.76,121
2023-06-30,Souris,3,641.16,97
2023-11-24,Ordinateur,4,110.6,374
2023-11-04,Casque,1,25.68,8
2023-09-08,Casque,3,77.01,453
2023-06-26,Imprimante,4,162.83,216
2023-01-20,Clavier,1,576.74,336
2023-02-12,Smartphone,2,224.57,191
2023-11-20,Ordinateur,4,1137.52,267
2023-12-02,Clavier,1,999.55,408
2023-09-02,Écran,1,421.5,71
2023-09-15,Souris,3,561.25,262
2023-01-30,Souris,4,1151.16,357
2023-12-26,Ordinateur,4,858.17,460
2023-11-28,Clavier,1,627.29,351
2023-01-20,Ordinateur,4,628.77,437
2023-07-04,Casque,1,1338.39,141
2023-02-22,Casque,4,1108.92,112
2023-06-02,Clavier,3,142.24,39
2023-05-23,Clavier,4,293.78,241
2023-07-25,Smartphone,3,1244.57,218
2023-01-07,Souris,2,1320.82,372
2023-02-16,Casque,1,294.84,42
2023-01-09,Casque,1,1436.7,119
2023-08-12,Casque,1,571.29,94
2023-12-24,Casque,1,277.85,187
2023-07-07,Imprimante,3,1200.08,398
2023-04-09,Imprimante,1,1112.66,496
2023-06-01,Smartphone,4,1120.57,329
2023-03-06,Clavier,3,680.67,254
2023-06-12,Imprimante,2,92.74,310
2023-01-21,Imprimante,3,1060.78,370
2023-12-20,Imprimante,4,622.0,441
2023-01-19,Écran,3,902.6,279
2023-08-17,Casque,4,1037.11,290
2023-12-15,Ordinateur,3,1270.85,276
2023-09-17,Imprimante,1,976.45,76
2023-08-11,Souris,2,400.33,304
2023-06-02,Casque,2,1145.54,94
2023-06-08,Ordinateur,4,21.08,296
2023-02-25,Ordinateur,1,62.72,58
2023-07-15,Écran,2,1018.86,77
2023-04-26,Écran,4,1269.05,354
2023-10-26,Souris,2,1259.75,341
2023-07-03,Imprimante,4,1390.24,115
2023-03-31,Imprimante,1,98.59,284
2023-06-16,Souris,1,528.81,4
2023-07-18,Imprimante,3,1170.28,226
2023-12-25,Smartphone,2,526.36,198
2023-03-31,Ordinateur,1,1396.7,219
2023-05-30,Ordinateur,4,1023.17,494
2023-11-16,Imprimante,4,333.52,491
2023-08-17,Clavier,1,1342.21,377
2023-05-19,Souris,4,638.87,11
2023-03-13,Écran,2,49.09,6
2023-06-23,Imprimante,4,408.92,223
2023-04-11,Écran,2,1230.74,277
2023-05-25,Casque,2,1111.11,405
2023-05-23,Souris,3,1237.74,66
2023-07-03,Smartphone,2,368.17,47
2023-11-12,Souris,3,1004.8,149
2023-11-01,Écran,2,161.28,186
2023-07-04,Écran,3,1474.77,454
2023-06-04,Imprimante,1,402.49,413
2023-05-05,Casque,4,605.77,424
2023-11-06,Ordinateur,1,821.5,456
2023-09-17,Ordinateur,4,1367.1,467
2023-09-01,Ordinateur,3,1221.27,282
2023-02-21,Imprimante,1,1448.18,82
2023-01-14,Ordinateur,2,712.22,286
2023-06-17,Souris,3,991.46,201
2023-09-18,Imprimante,4,505.04,168
2023-10-19,Casque,1,337.52,53
2023-09-05,Souris,1,458.12,11
2023-11-06,Casque,4,609.52,141
2023-12-01,Ordinateur,3,600.11,172
2023-11-24,Écran,4,592.39,451
2023-03-12,Clavier,3,294.22,128
2023-08-12,Souris,3,352.09,68
2023-05-24,Souris,1,505.99,438
2023-07-25,Écran,4,683.97,475
2023-09-30,Écran,3,866.48,184
2023-06-21,Clavier,3,1013.02,19
2023-09-01,Imprimante,3,120.16,466
2023-02-23,Ordinateur,1,1292.68,331
2023-10-28,Ordinateur,2,1161.06,438
2023-11-10,Écran,4,705.44,410
2023-01-27,Imprimante,1,827.64,360
2023-12-25,Imprimante,2,1162.64,292
2023-03-26,Écran,2,84.15,252
2023-03-03,Casque,1,648.19,282
2023-06-26,Clavier,4,890.49,242
2023-04-13,Ordinateur,4,557.69,241
2023-04-08,Ordinateur,2,169.78,289
2023-01-04,Smartphone,1,108.52,271
2023-10-29,Ordinateur,4,167.97,479
2023-06-04,Clavier,3,214.78,438
2023-04-26,Clavier,1,550.28,433
2023-01-08,Écran,2,1016.39,189
2023-03-14,Clavier,3,755.65,34
2023-06-28,Souris,4,1323.44,499
2023-12-11,Souris,4,661.82,201
2023-03-31,Ordinateur,3,286.83,253
2023-03-15,Écran,1,287.72,92
2023-01-17,Clavier,1,367.9,365
2023-09-30,Casque,1,825.42,392
2023-07-30,Smartphone,2,986.48,13
2023-08-13,Souris,1,822.36,121
2023-10-02,Imprimante,3,299.06,248
2023-07-19,Écran,2,1288.76,145
2023-10-27,Clavier,1,766.6,70
2023-08-06,Clavier,3,624.08,227
2023-05-01,Écran,2,1426.15,316
2023-07-29,Écran,3,368.9,313
2023-10-20,Imprimante,4,407.22,298
2023-02-02,Écran,2,371.13,185
2023-12-05,Écran,2,174.83,117
2023-01-19,Casque,2,1135.21,302
2023-05-11,Casque,3,275.98,351
2023-03-15,Casque,2,251.05,202
2023-05-27,Smartphone,2,46.8,77
2023-09-28,Smartphone,3,238.28,485
2023-09-13,Casque,3,1263.6,363
2023-10-06,Clavier,1,1247.56,323
2023-09-11,Clavier,1,85.65,330
2023-09-02,Imprimante,3,224.45,338
2023-09-26,Ordinateur,4,1132.23,423
2023-01-21,Clavier,1,1427.78,428
2023-10-22,Écran,2,1339.08,81
2023-05-05,Souris,2,1249.17,233
2023-07-23,Ordinateur,2,168.21,235
2023-01-10,Clavier,1,173.47,162
2023-07-02,Clavier,4,402.47,23
2023-01-26,Clavier,2,1322.04,495
2023-03-13,Ordinateur,3,1169.36,63
2023-07-27,Casque,4,997.02,200
2023-03-27,Ordinateur,4,151.11,423
2023-03-08,Casque,3,832.7,74
2023-09-11,Écran,2,430.1,206
2023-10-01,Clavier,3,898.17,491
2023-07-07,Ordinateur,3,1049.92,160
2023-02-05,Imprimante,4,588.13,204
2023-03-29,Imprimante,4,254.78,491
2023-03-01,Ordinateur,2,192.33,122
2023-07-08,Écran,3,855.44,60
2023-01-16,Écran,4,1459.92,476
2023-12-17,Casque,2,253.8,134
2023-09-27,Clavier,1,1350.68,423
2023-06-24,Écran,3,405.08,393
2023-01-17,Ordinateur,1,1083.75,464
2023-02-09,Casque,1,1152.76,376
2023-09-04,Souris,4,1262.99,490
2023-06-24,Ordinateur,3,160.64,289
2023-05-10,Clavier,1,491.77,438
2023-09-01,Casque,3,1464.07,489
2023-07-17,Smartphone,2,1180.72,325
2023-04-10,Clavier,4,1487.78,426
2023-03-05,Écran,1,1175.18,386
2023-07-14,Casque,1,858.98,308
2023-09-13,Smartphone,4,950.88,95
2023-07-02,Souris,3,375.56,371
2023-07-31,Imprimante,3,414.81,433
2023-08-21,Souris,1,701.63,178
2023-11-29,Casque,3,312.07,464
2023-02-11,Smartphone,4,840.13,332
2023-10-24,Imprimante,2,983.44,477
2023-01-08,Écran,2,503.76,284
2023-06-20,Imprimante,1,375.25,331
2023-09-24,Écran,2,958.4,315
2023-03-03,Ordinateur,4,337.67,328
2023-09-11,Ordinateur,2,391.99,137
2023-06-20,Imprimante,1,1125.23,99
2023-08-10,Smartphone,2,112.92,152
2023-10-15,Imprimante,1,617.47,412
2023-05-14,Smartphone,1,789.55,431
2023-12-23,Casque,3,313.88,95
2023-10-13,Smartphone,2,632.25,383
2023-09-19,Souris,2,675.44,47
2023-10-11,Clavier,4,128.97,461
2023-05-12,Écran,2,602.36,274
2023-10-11,Ordinateur,4,427.5,480
2023-12-31,Smartphone,1,635.36,284
2023-11-02,Clavier,3,1470.14,106
2023-08-02,Ordinateur,3,1330.85,92
2023-07-26,Souris,4,1367.11,381
2023-04-30,Smartphone,3,1053.63,47
2023-10-11,Casque,1,1250.37,303
2023-06-06,Écran,4,112.3,410
2023-04-16,Imprimante,3,1058.46,119
2023-08-18,Casque,4,133.45,326
2023-11-09,Écran,3,934.74,113
2023-04-17,Smartphone,2,187.43,278
2023-02-25,Clavier,2,701.41,236
2023-07-03,Ordinateur,3,1011.42,68
2023-11-22,Clavier,2,132.08,309
2023-11-27,Smartphone,4,134.91,318
2023-12-04,Écran,2,1218.26,85
2023-07-21,Smartphone,2,611.21,336
2023-09-19,Écran,3,1172.0,28
2023-10-11,Ordinateur,4,562.23,285
2023-04-10,Écran,4,50.94,80
2023-09-26,Souris,4,592.61,472
2023-01-08,Clavier,3,1307.48,464
2023-12-28,Smartphone,3,1396.02,309
2023-07-07,Écran,2,598.44,433
2023-07-24,Casque,1,1013.42,374
2023-08-13,Casque,4,824.75,276
2023-05-17,Smartphone,3,432.15,26
2023-11-12,Clavier,4,1062.07,33
2023-01-23,Écran,2,144.06,316
2023-10-23,Écran,1,76.69,471
2023-07-02,Casque,1,765.38,87
2023-02-04,Souris,2,1057.86,433
2023-04-10,Imprimante,2,1086.91,188
2023-02-04,Smartphone,4,1174.19,253
2023-09-22,Souris,3,510.07,18
2023-07-09,Écran,1,1150.47,492
2023-05-19,Écran,2,603.47,481
2023-09-06,Imprimante,2,1273.67,86
2023-08-20,Imprimante,3,1139.59,193
2023-01-01,Smartphone,4,867.98,341
2023-05-16,Clavier,2,318.26,318
2023-07-20,Smartphone,2,848.53,299
2023-05-16,Imprimante,1,709.75,110
2023-03-16,Ordinateur,3,1113.01,146
2023-11-16,Smartphone,2,1387.07,348
2023-02-25,Clavier,3,140.62,481
2023-10-31,Smartphone,2,413.37,214
2023-09-27,Souris,3,629.83,298
2023-01-14,Souris,2,330.99,162
2023-05-27,Smartphone,2,1378.08,153
2023-04-09,Souris,3,937.05,304
2023-10-06,Smartphone,4,1133.09,122
2023-01-13,Ordinateur,2,839.03,58
2023-11-23,Ordinateur,4,999.21,461
2023-06-27,Ordinateur,3,383.19,91
2023-01-15,Casque,3,681.64,163
2023-12-21,Casque,2,1287.0,285
2023-10-13,Smartphone,3,773.95,236
2023-10-04,Souris,3,1287.26,450
2023-09-13,Clavier,3,1294.52,415
2023-03-05,Clavier,3,138.75,425
2023-08-02,Smartphone,4,398.08,50
2023-03-12,Imprimante,4,782.8,189
2023-11-06,Écran,2,1476.6,316
2023-10-31,Souris,3,1003.58,268
2023-04-28,Imprimante,3,608.48,468
2023-07-22,Souris,3,886.17,376
2023-12-17,Écran,1,793.93,99
2023-02-21,Smartphone,1,167.91,103
2023-05-03,Ordinateur,3,1292.19,109
2023-05-27,Écran,4,662.9,187
2023-12-10,Souris,3,225.95,431
2023-11-05,Casque,3,855.41,71
2023-09-20,Ordinateur,2,853.1,381
2023-06-21,Souris,3,1168.34,194
2023-10-21,Souris,2,1289.72,424
2023-10-06,Ordinateur,4,259.6,176
2023-06-10,Smartphone,1,957.84,465
2023-05-07,Smartphone,3,393.8,466
2023-09-01,Casque,1,837.78,302
2023-03-30,Écran,4,558.54,63
2023-06-22,Souris,4,775.53,481
2023-01-15,Casque,2,1383.14,250
2023-04-10,Ordinateur,3,303.01,413
2023-03-12,Smartphone,1,636.4,197
2023-06-15,Écran,4,511.27,21
2023-05-30,Ordinateur,1,942.49,102
2023-02-17,Souris,1,243.73,63
2023-12-26,Ordinateur,1,761.29,257
2023-08-11,Souris,4,1279.81,57
2023-05-31,Clavier,1,736.33,487
2023-02-14,Ordinateur,3,332.24,233
2023-03-25,Imprimante,1,708.31,275
2023-09-30,Casque,2,266.45,448
2023-04-23,Écran,3,1106.26,140
2023-03-08,Smartphone,4,83.88,410
2023-02-11,Souris,3,429.82,233
2023-03-04,Ordinateur,3,1324.23,67
2023-02-06,Écran,4,813.67,69
2023-02-19,Casque,1,1331.91,287
2023-09-01,Clavier,2,1398.0,345
2023-07-11,Souris,4,1241.48,263
2023-02-11,Casque,4,135.01,163
2023-01-07,Écran,1,426.64,428
2023-05-19,Casque,3,1008.93,472
2023-09-27,Imprimante,4,701.61,149
2023-10-12,Écran,4,532.39,100
2023-08-05,Écran,3,750.26,497
2023-10-20,Casque,4,221.09,82
2023-06-07,Souris,1,189.48,342
2023-01-15,Imprimante,4,790.75,444
2023-09-05,Imprimante,4,187.87,325
2023-02-01,Smartphone,4,724.3,27
2023-02-21,Clavier,4,855.28,34
2023-02-04,Casque,1,294.92,93
2023-11-28,Clavier,3,82.01,6
2023-07-06,Écran,2,1130.22,339
2023-08-11,Souris,3,1408.86,359
2023-07-01,Imprimante,4,1379.46,327
2023-12-12,Casque,3,1030.98,475
2023-02-26,Clavier,3,305.51,18
2023-02-21,Souris,2,230.21,122
2023-08-21,Smartphone,2,722.23,239
2023-12-15,Clavier,4,1328.23,50
2023-11-09,Souris,4,434.19,372
2023-03-27,Casque,1,1445.94,108
2023-07-04,Clavier,2,295.21,380
